Iela:,Cena,Stāvs:,Rajons:,Sērija:,Kadastra numurs:,Istabas:,Platība:,Mājas tips:,Pilsēta:,URL,Ērtības:
Kuģu 15 [Karte],170 000 € (2 698.41 €/m²),1/3,Klīversala,Renov.,,2,63 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/bdpmcl.html,
Kuģu 15 [Karte],135 000 € (3 139.53 €/m²),2/3,Klīversala,Renov.,,2,43 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/dpnfc.html,
Kuģu 15 [Karte],135 000 € (3 214.29 €/m²),2/3,Klīversala,Renov.,,2,42 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/akink.html,
Nīcgales 4 [Karte],69 000 € (1 131.15 €/m²),5/9,Purvciems,602.,,3,61 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/dxlfo.html,Balkons
Dižozolu 9 [Karte],46 000 € (901.96 €/m²),1/9/lifts,Ziepniekkalns,602.,,2,51 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/ffxlc.html,Lodžija
Kuģu 15 [Karte],245 000 € (3 141.03 €/m²),3/3,Klīversala,Renov.,,3,78 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/bdpddf.html,
Kuģu 15 [Karte],240 000 € (2 758.62 €/m²),2/3,Klīversala,Renov.,,3,87 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/hblme.html,
Kuģu 15 [Karte],150 000 € (3 658.54 €/m²),1/6/lifts,Klīversala,Jaun.,,2,41 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/ahnfl.html,
Kuģu 15 [Karte],180 000 € (2 950.82 €/m²),1/3,Klīversala,Renov.,,2,61 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/doidh.html,
Kuģu 15 [Karte],315 000 € (3 214.29 €/m²),3/6/lifts,Klīversala,Jaun.,,3,98 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/beedhe.html,
Kuģu 15 [Karte],435 000 € (3 782.61 €/m²),6/6/lifts,Klīversala,Jaun.,,4,115 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/bdpclo.html,
Kuģu 15 [Karte],465 000 € (3 690.48 €/m²),3/6/lifts,Klīversala,Jaun.,,4,126 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/ejikm.html,
Kuģu 15 [Karte],495 000 € (3 928.57 €/m²),5/7/lifts,Klīversala,Jaun.,,3,126 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/ckhpo.html,
Kuģu 15 [Karte],695 000 € (4 064.33 €/m²),6/7/lifts,Klīversala,Jaun.,,4,171 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/bebjdi.html,
Kuģu 15 [Karte],310 000 € (4 558.82 €/m²),6/6/lifts,Klīversala,Jaun.,,2,68 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/bxpmbc.html,
Kuģu 15 [Karte],150 000 € (3 658.54 €/m²),1/6/lifts,Klīversala,Jaun.,,2,41 m²,Paneļu - ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kliversala/emidb.html,
Silmaču 1 [Karte],245 000 € (2 401.96 €/m²),3/7/lifts,centrs,Jaun.,,3,102 m²,Paneļu - ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/eclok.html,"Balkons, Parkošanas vieta"
Ģertrūdes 110 [Karte],45 000 € (1 071.43 €/m²),3/6,centrs,P. kara,,2,42 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/cixge.html,
Lībekas 21 [Karte],175 000 € (1 785.71 €/m²),3/3,Mežaparks,Renov.,,4,98 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/mezhapark/bfbomf.html,Parkošanas vieta
Ūnijas 24 [Karte],56 500 € (1 066.04 €/m²),1/5,Teika,103.,,2,53 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/teika/ffcpo.html,"Lodžija, Parkošanas vieta"
Čaka 59 [Karte],205 000 € (1 474.82 €/m²),5/5,centrs,P. kara,,3,139 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/deppc.html,Balkons
Astras 8 k-1 [Karte],168 000 € (2 100 €/m²),18/25,Purvciems,Jaun.,,3,80 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/edbhf.html,
Stendes 7/3 [Karte],29 000 € (1 705.88 €/m²),3/3,Šampēteris-Pleskodāle,Hrušč.,,1,17 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/shampeteris-pleskodale/hphgk.html,
Stabu 46 [Karte],81 000 € (1 557.69 €/m²),6/6,centrs,P. kara,,2,52 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/fdefn.html,
Stabu 29 [Karte],165 000 € (1 964.29 €/m²),3/5,centrs,P. kara,,3,84 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/bhikm.html,
Juglas 10 [Karte],225 000 € (1 583.39 €/m²),2/9,Jugla,Jaun.,,4,142.10 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/yugla/edfhh.html,"Lodžija, Parkošanas vieta"
Saharova 8 [Karte],76 000 € (1 900 €/m²),2/9/lifts,Pļavnieki,Jaun.,,1,40 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/bbijk.html,"Balkons, Parkošanas vieta"
Slokas 134 [Karte],54 650 € (895.90 €/m²),1/9,Imanta,602.,,3,61 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/imanta/ddobd.html,
Kuldīgas 45b [Karte],237 500 € (2 159.09 €/m²),5/5/lifts,Āgenskalns,Jaun.,,4,110 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/agenskalns/cfijd.html,Balkons
Kuldīgas 45b [Karte],121 000 € (2 469.39 €/m²),5/5/lifts,Āgenskalns,Jaun.,,2,49 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/agenskalns/hbeoo.html,
Lēdurgas 22 [Karte],50 000 € (1 020.41 €/m²),1/9/lifts,Mangaļi,467.,,2,49 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/mangali/pflnp.html,"Lodžija, Parkošanas vieta"
M. Kuldīgas 3 [Karte],53 500 € (938.60 €/m²),1/2,Āgenskalns,P. kara,,3,57 m²,Koka,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/agenskalns/blibe.html,
Stabu 100 [Karte],159 000 € (2 148.65 €/m²),2/7/lifts,centrs,Jaun.,,3,74 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/bcmhof.html,"Balkons, Lodžija, Parkošanas vieta"
Višķu 19 [Karte],43 900 € (954.35 €/m²),3/5,Ķengarags,LT proj.,,2,46 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kengarags/afinm.html,Balkons
Juglas 2e [Karte],96 000 € (1 129.41 €/m²),1/9/lifts,Jugla,Specpr.,,3,85 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/yugla/ehdig.html,"Lodžija, Parkošanas vieta"
Stabu 100 [Karte],155 000 € (2 094.59 €/m²),1/7/lifts,centrs,Jaun.,,2,74 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/cmoee.html,"Balkons, Lodžija, Parkošanas vieta"
Jeruzalemes 10 [Karte],380 000 € (2 878.79 €/m²),4/7/lifts,centrs,Jaun.,,3,132 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/bjnxf.html,
Stabu 116 [Karte],75 000 € (1 250 €/m²),2/6,centrs,P. kara,,3,60 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/gbjpx.html,
Čiekurkalna 2. l. 28 [Karte],24 000 € (558.14 €/m²),1/2,Čiekurkalns,P. kara,01009236856,2,43 m²,Koka,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/chiekurkalns/bekigi.html,
Purvciema 50 [Karte],31 900 € (797.50 €/m²),5/5,Purvciems,M. ģim.,01009108764,1,40 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/bifhm.html,Lodžija
Bruņinieku 93 [Karte],79 000 € (2 453.42 €/m²),1/2,centrs,Renov.,,2,32.20 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/foppp.html,"Terase, Parkošanas vieta"
Gobas 16 [Karte],38 000 € (844.44 €/m²),1/5,Bolderāja,103.,,2,45 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/bolderaya/hdobg.html,
Esplanādes 6 [Karte],35 500 € (669.81 €/m²),5/5,Daugavgrīva,103.,,2,53 m²,Paneļu - ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/daugavgriva/acgmp.html,"Lodžija, Parkošanas vieta"
Miera 32 [Karte],28 900 € (741.03 €/m²),1/2,centrs,P. kara,,2,39 m²,Koka,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/adlgj.html,Parkošanas vieta
Mērsraga 9a [Karte],89 072 € (1 484.53 €/m²),1/3,Āgenskalns,P. kara,01009278614,2,60 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/agenskalns/bxefon.html,Parkošanas vieta
Lubānas 123 [Karte],95 000 € (1 397.06 €/m²),12/16,Pļavnieki,Specpr.,,3,68 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/efbnm.html,Lodžija
Krustpils 77 [Karte],35 800 € (832.56 €/m²),2/5,Ķengarags,Hrušč.,,2,43 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kengarags/beekdb.html,
Rēznas 7 [Karte],39 800 € (925.58 €/m²),3/5,Maskavas priekšpilsēta,Specpr.,,2,43 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/agfxp.html,Parkošanas vieta
Biķernieku 53 [Karte],70 000 € (1 489.36 €/m²),2/5,Teika,Hrušč.,,2,47 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/teika/kilhx.html,"Balkons, Parkošanas vieta"
Kastrānes 1/2 [Karte],63 000 € (2 423.08 €/m²),3/5,Purvciems,Renov.,,1,26 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/bbnikd.html,
Ilūkstes 107 [Karte],117 000 € (1 500 €/m²),5/9/lifts,Purvciems,467.,,2,78 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/ahjkd.html,"Balkons, Lodžija"
Ezera 9 [Karte],69 000 € (802.33 €/m²),3/4,Mangaļi,Staļina,,3,86 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/mangali/ixdxg.html,
Ilūkstes 103.2 [Karte],53 000 € (1 081.63 €/m²),8/9,Purvciems,467.,,2,49 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/egjlm.html,Lodžija
Maskavas 256 [Karte],55 000 € (964.91 €/m²),4/5,Ķengarags,LT proj.,,3,57 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kengarags/anggc.html,Balkons
Anniņmuižas bulvāris 38 [Karte],154 000 € (1 524.75 €/m²),13/18,Imanta,Jaun.,,3,101 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/imanta/cxlih.html,Balkons
Dubultu 21 [Karte],42 000 € (777.78 €/m²),5/5,Imanta,LT proj.,,3,54 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/imanta/eixmm.html,Lodžija
Biķernieku 107 [Karte],44 000 € (1 100 €/m²),3/3,Teika,Hrušč.,,2,40 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/teika/eeoil.html,Parkošanas vieta
Prūšu 73 [Karte],41 000 € (820 €/m²),1/5,Ķengarags,LT proj.,,2,50 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kengarags/bpjpe.html,"Lodžija, Parkošanas vieta"
Dammes 30 [Karte],55 900 € (846.97 €/m²),3/5,Imanta,LT proj.,,3,66 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/imanta/dlmeg.html,Balkons
Ozolciema 46 [Karte],66 000 € (1 047.62 €/m²),4/9/lifts,Ziepniekkalns,602.,,3,63 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/ziepniekkalns/ahkfi.html,Balkons
Tērbatas 4 [Karte],189 000 € (2 392.41 €/m²),7/7/lifts,centrs,Renov.,,2,79 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/adhld.html,Terase
Zaubes 12 [Karte],245 000 € (2 474.75 €/m²),1/6,centrs,Jaun.,,3,99 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/ejxej.html,Parkošanas vieta
Kleistu 18 [Karte],48 750 € (902.78 €/m²),3/5,Imanta,LT proj.,,3,54 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/imanta/biijf.html,"Balkons, Parkošanas vieta"
Vidrižu 4 [Karte],95 000 € (1 357.14 €/m²),3/9/lifts,Teika,Specpr.,01009164075,3,70 m²,Paneļu - ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/teika/ahxlj.html,"Lodžija, Parkošanas vieta"
Salacas 9 [Karte],55 000 € (1 057.69 €/m²),7/9/lifts,Krasta r-ns,602.,,2,52 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/krasta-st-area/ghxlx.html,Lodžija
Ķempes 4 [Karte],240 000 € (1 983.47 €/m²),7/12/lifts,Mežaparks,Jaun.,,3,121 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/mezhapark/dpbom.html,"Balkons, Terase, Parkošanas vieta"
Ieriķu 66 [Karte],60 500 € (975.81 €/m²),4/9/lifts,Purvciems,Specpr.,,3,62 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/acpbp.html,Lodžija
Vecā Jūrmalas g. 1b [Karte],44 000 € (1 222.22 €/m²),8/12/lifts,Āgenskalns,Čehu pr.,,1,36 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/agenskalns/blbpb.html,
Ilūkstes 12 [Karte],69 000 € (1 078.13 €/m²),5/6/lifts,Pļavnieki,602.,,3,64 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/hbgig.html,
Kuldīgas 31 [Karte],83 000 € (1 886.36 €/m²),1/2,Āgenskalns,P. kara,,2,44 m²,Koka,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/agenskalns/bcilge.html,
Lielā 59 [Karte],56 000 € (811.59 €/m²),4/5,Bolderāja,Specpr.,,3,69 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/bolderaya/hcbof.html,
Daugavpils 60 [Karte],80 000 € (1 176.47 €/m²),1/5,Maskavas priekšpilsēta,P. kara,,3,68 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/maskavas-priekshpilseta/dhchh.html,
Silciema 7 [Karte],53 630 € (1 165.87 €/m²),1/5,Jugla,Hrušč.,,2,46 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/yugla/bxxjp.html,
Varavīksnes g. 14 [Karte],48 000 € (960 €/m²),9/9/lifts,Purvciems,602.,,2,50 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/fopbg.html,Lodžija
Ieriķu 33 [Karte],46 500 € (989.36 €/m²),3/5,Purvciems,LT proj.,,2,47 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/dgcdd.html,
Purvciema 53 [Karte],43 500 € (1 144.74 €/m²),7/9/lifts,Purvciems,M. ģim.,,1,38 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/ekfin.html,"Lodžija, Parkošanas vieta"
Zvaigznāja g. 9 [Karte],65 000 € (1 065.57 €/m²),1/5,Purvciems,LT proj.,,3,61 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/hglmi.html,
Staiceles 15 [Karte],55 000 € (873.02 €/m²),6/9/lifts,Purvciems,602.,,3,63 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/hxhbl.html,Balkons
Riekstu 15 [Karte],45 000 € (681.82 €/m²),5/5,Iļģuciems,LT proj.,,3,66 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/ilguciems/dohnk.html,Parkošanas vieta
Barona 96/98 [Karte],75 000 € (1 530.61 €/m²),2/5,centrs,P. kara,,2,49 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/egldf.html,
Viestura pr. 67 [Karte],46 000 € (958.33 €/m²),3/5,Sarkandaugava,Hrušč.,,2,48 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/cbnce.html,"Balkons, Parkošanas vieta"
Martas 9 [Karte],199 500 € (2 078.13 €/m²),4/5,centrs,P. kara,,4,96 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/fliin.html,Parkošanas vieta
Parādes 24 [Karte],45 500 € (1 109.76 €/m²),4/5,Daugavgrīva,Hrušč.,,2,41 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/daugavgriva/fngol.html,"Balkons, Parkošanas vieta"
Vaidavas 2 [Karte],43 900 € (1 070.73 €/m²),5/5,Purvciems,Hrušč.,,2,41 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/ahfpj.html,
Sarmas 7 [Karte],47 000 € (940 €/m²),5/9,Vecmīlgrāvis,602.,0100-907-4132,2,50 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/afpei.html,"Balkons, Parkošanas vieta"
Vecmīlgrāvja 6 [Karte],62 888 € (827.47 €/m²),4/5,Vecmīlgrāvis,Specpr.,,4,76 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/ddggx.html,Balkons
Grēcinieku 30 [Karte],150 000 € (2 173.91 €/m²),5/5,Vecrīga,Renov.,,2,69 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/vecriga/abidn.html,Parkošanas vieta
Stabu 78 [Karte],63 000 € (1 000 €/m²),2/2,centrs,P. kara,,3,63 m²,Koka,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/hbjnn.html,Parkošanas vieta
Skuju 1 [Karte],59 500 € (1 081.82 €/m²),3/5,Vecmīlgrāvis,103.,,2,55 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/cihnc.html,"Lodžija, Parkošanas vieta"
Anniņmuižas bulvāris 92 [Karte],64 500 € (1 290 €/m²),3/9/lifts,Imanta,602.,,2,50 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/imanta/helki.html,
Ķempes 3 [Karte],109 700 € (1 443.42 €/m²),7/12/lifts,Mežaparks,Specpr.,,3,76 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/mezhapark/fpexx.html,Lodžija
Lāčplēša 119 [Karte],35 000 € (1 143.79 €/m²),2/4,centrs,P. kara,,1,30.60 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/ffflo.html,
Lāčplēša 62 [Karte],184 800 € (1 400 €/m²),3/5,centrs,P. kara,,3,132 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/eihlc.html,
Ūnijas 36 [Karte],64 400 € (1 400 €/m²),5/5,Purvciems,Specpr.,,2,46 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/hxoke.html,
Glūdas 2 [Karte],40 900 € (1 319.35 €/m²),1/5,Ķengarags,Hrušč.,,1,31 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kengarags/ahepb.html,Parkošanas vieta
Maskavas 313 [Karte],38 000 € (1 085.71 €/m²),11/12/lifts,Ķengarags,Čehu pr.,,1,35 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kengarags/afjen.html,"Lodžija, Parkošanas vieta"
Lienes 1 [Karte],180 000 € (1 730.77 €/m²),3/5,centrs,Renov.,,3,104 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/cjcho.html,Parkošanas vieta
Deglava 177 [Karte],350 000 € (2 187.50 €/m²),2/2,Pļavnieki,Jaun.,,4,160 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/plyavnieki/cxfxn.html,
Tvaika 50 [Karte],26 500 € (981.48 €/m²),5/5,Sarkandaugava,Hrušč.,,1,27 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/sarkandaugava/cxldd.html,
Stabu 105 [Karte],110 000 € (2 156.86 €/m²),2/6,centrs,P. kara,,3,51 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/einnh.html,Parkošanas vieta
Ruses 8 [Karte],80 000 € (952.38 €/m²),4/6/lifts,Zolitūde,119.,,3,84 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/zolitude/aelhc.html,Lodžija
Purvciema 57 [Karte],37 000 € (925 €/m²),6/9/lifts,Purvciems,M. ģim.,,1,40 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/bomgb.html,"Balkons, Parkošanas vieta"
Briāna 18a [Karte],147 000 € (1 361.11 €/m²),1/4,centrs,P. kara,,4,108 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/ajbxh.html,Parkošanas vieta
Ādmiņu 11b [Karte],85 000 € (1 180.56 €/m²),1/4,centrs,P. kara,01009177802,3,72 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/bnjld.html,Parkošanas vieta
Vangažu 11 [Karte],45 000 € (1 451.61 €/m²),2/12/lifts,Jugla,Specpr.,,1,31 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/yugla/gnknh.html,"Lodžija, Parkošanas vieta"
Ilūkstes 107 [Karte],82 500 € (1 447.37 €/m²),6/9,Purvciems,467.,,3,57 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/aikoc.html,Lodžija
Berģu 9 [Karte],42 000 € (1 135.14 €/m²),3/4,Berģi,Hrušč.,,2,37 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/bergi/hdbmx.html,Balkons
Rostokas 64 [Karte],67 000 € (1 155.17 €/m²),4/9/lifts,Zolitūde,119.,,2,58 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/zolitude/ahlcd.html,Lodžija
Ikšķiles 7k1 [Karte],47 800 € (1 448.48 €/m²),1/9/lifts,Ķengarags,467.,01009217896,1,33 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/kengarags/gkxoj.html,Parkošanas vieta
Rūpnīcas 6 [Karte],64 000 € (790.12 €/m²),2/2,Vecmīlgrāvis,Staļina,,3,81 m²,Koka,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/vecmilgravis/ahlel.html,
Ormaņu 18a [Karte],19 900 € (765.38 €/m²),1/2,Āgenskalns,P. kara,01009100472,1,26 m²,Koka,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/agenskalns/afmio.html,
Sesku 7 [Karte],28 500 € (678.57 €/m²),5/5,Purvciems,M. ģim.,,1,42 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/gfcmn.html,"Lodžija, Parkošanas vieta"
Dzelzavas 112 [Karte],124 000 € (2 755.56 €/m²),5/7,Purvciems,Jaun.,,2,45 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/purvciems/dnocc.html,"Lodžija, Parkošanas vieta"
Valdemāra 94 [Karte],280 000 € (2 074.07 €/m²),7/10/lifts,centrs,Specpr.,,4,135 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/bbhxd.html,"Balkons, Lodžija, Pirts, Parkošanas vieta"
Rūpniecības 25 [Karte],515 000 € (2 994.19 €/m²),6/6/lifts,centrs,Jaun.,,4,172 m²,Paneļu - ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/agiok.html,"Lodžija, Terase, Parkošanas vieta"
Hipokrāta 45 [Karte],32 500 € (1 015.63 €/m²),7/9/lifts,Mežciems,602.,,1,32 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/mezhciems/amjbx.html,"Lodžija, Parkošanas vieta"
Brīvības gatve 320 [Karte],29 000 € (966.67 €/m²),1/5,Teika,Hrušč.,,1,30 m²,Ķieģeļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/teika/hfnlp.html,
Stabu 2a [Karte],104 000 € (2 888.89 €/m²),2/7/lifts,centrs,Jaun.,,1,36 m²,Paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/aaadm.html,Terase
Tomsona 11 [Karte],110 000 € (1 833.33 €/m²),2/5,centrs,P. kara,,2,60 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/ghgmp.html,Parkošanas vieta
Tomsona 2 [Karte],165 000 € (1 460.18 €/m²),1/6,centrs,P. kara,,3,113 m²,Mūra,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/bcndgk.html,Lodžija
Lāčplēša 133 [Karte],44 500 € (890 €/m²),4/5,centrs,Specpr.,,2,50 m²,Ķieģeļu-paneļu,Rīga,https://www.ss.lv/msg/lv/real-estate/flats/riga/centre/emkke.html,Lodžija
